n	mflops
3910	1275.696653
3920	1276.729413
3930	1269.740659
3940	1272.954916
3950	1278.466705
3960	1273.274017
3970	1272.266854
3980	1277.617778
3990	1271.866274
4000	1273.239525
4010	1270.100152
4020	1278.039953
4030	1281.972364
4040	1268.069706
4050	1272.734339
4060	1283.197828
4070	1276.881400
4080	1283.679503
4090	973.434869
4100	1279.555160
4110	1265.481544
4120	1271.469313
4130	1270.607258
4140	1286.656544
4150	1278.193349
4160	1271.587525
4170	1271.527232
4180	1276.394882
4190	1271.404093
4200	1270.518622
4210	1271.774847
4220	1277.447082
4230	1278.600001
4240	1273.109090
4250	1272.065554
4260	1276.976417
4270	1275.448546
4280	1273.411799
4290	1269.848989
4300	1272.162416
4310	1269.774081
4320	1272.656993
4330	1270.793089
4340	1279.094221
4350	1259.676941
4360	1272.898406
4370	1270.919251
4380	1277.308478
4390	1272.234877
4400	1272.002647
4410	1271.130562
4420	1273.366036
4430	1264.457341
4440	1272.203973
4450	1270.998670
4460	1275.424530
4470	1275.252696
4480	1276.548547
4490	1273.107903
4500	1276.243945
4510	1275.288947
4520	1270.568554
4530	1270.234902
4540	1275.452270
4550	1279.818015
4560	1270.676489
4570	1269.800477
4580	1279.310576
4590	1242.986363
4600	1136.684774
4610	1274.087351
4620	1295.528844
4630	1283.890480
4640	1269.331505
4650	1270.993840
4660	1274.108571
4670	1275.218083
4680	1270.154203
4690	1271.473577
4700	1275.247037
4710	1270.255243
4720	1272.655194
4730	1270.190186
4740	1272.339513
4750	1274.420213
4760	1272.545096
4770	1269.266308
4780	1272.428033
4790	1272.956842
4800	1272.358422
4810	1272.292230
4820	1273.059858
4830	1270.318752
4840	1270.330920
4850	1271.177547
4860	1078.934210
4870	1267.030827
4880	1270.135689
4890	1269.721795
4900	1281.581917
4910	1278.950455
4920	1272.355366
4930	1272.089435
4940	1273.185976
4950	1265.575935
4960	1270.596760
4970	1270.921194
4980	1271.142144
4990	1278.002051
5000	1273.224377
5010	1265.268877
5020	1275.209033
5030	1274.664276
5040	1273.106711
5050	1267.856369
5060	1285.066328
5070	1277.476050
5080	1270.301740
5090	1271.995286
5100	1289.851228
5110	1264.200654
5120	1226.851123
5130	1273.568811
5140	1285.111483
5150	1267.781642
5160	1266.693648
5170	1271.768913
5180	1279.315919
5190	1273.162012
5200	1269.331559
5210	1269.885679
5220	1274.500192
5230	1275.044342
5240	1272.241444
5250	1267.445010
5260	1276.942005
5270	1272.054667
5280	1270.403850
5290	1266.910247
5300	1272.078720
5310	1275.684615
5320	1272.101513
5330	1269.308159
5340	1275.261872
5350	1271.165236
5360	1273.646668
5370	1280.431531
5380	1273.122508
5390	1272.426084
5400	1270.750179
5410	1270.410363
5420	1276.512517
5430	1277.417867
5440	1274.431850
5450	1269.827337
5460	1278.801159
5470	1278.072107
5480	1268.477834
5490	1269.893059
5500	1273.963857
5510	1268.221574
5520	1272.555050
5530	1271.173511
5540	1275.561862
5550	1270.066891
5560	1272.708901
5570	1271.174237
5580	1288.339574
5590	1280.385699
5600	1268.843060
5610	1273.499147
5620	1269.476617
5630	1165.911714
5640	1269.705901
5650	1272.873532
5660	1278.297785
5670	1273.429775
5680	1270.409907
5690	1273.530638
5700	1278.464945
5710	1277.328108
5720	1272.291690
5730	1264.475521
5740	1293.238705
5750	1274.178116
5760	1273.695652
5770	1269.143890
5780	1280.481563
5790	1279.437288
5800	569.176126
5810	1270.421133
5820	1269.880990
5830	1272.749921
5840	1270.677770
5850	1271.813233
5860	1274.882066
5870	1276.456191
5880	1274.332067
5890	1273.572039
5900	1284.000087
5910	1278.116496
5920	1273.240749
5930	1270.576588
5940	1275.482543
5950	1274.572995
5960	1271.314071
5970	1085.303533
5980	1269.984174
5990	1279.300791
6000	1273.535488
6010	1269.408824
6020	1274.985493
6030	1278.176780
6040	1269.126685
6050	1270.570890
6060	1274.614598
6070	1270.892955
6080	1271.404147
6090	1270.996378
6100	1285.098454
6110	1279.687897
6120	1270.293080
6130	1260.708611
6140	706.472507
6150	1276.497728
6160	1268.928660
6170	1270.176405
6180	1280.193172
6190	1270.747141
6200	1270.178931
6210	1270.328451
6220	1278.949480
6230	1273.401449
6240	1271.558413
6250	1272.545433
6260	1279.599618
6270	1275.551705
6280	1271.470840
6290	1269.672035
6300	1275.035739
6310	1279.066606
6320	1272.720971
6330	1269.055674
6340	1276.867819
6350	1273.756330
6360	1270.794728
6370	1272.248249
6380	1282.288758
6390	1272.508739
6400	1271.656043
6410	1270.449895
6420	1295.083520
6430	1271.964422
6440	1273.263473
6450	1270.410541
6460	1276.159614
6470	1276.157451
6480	1277.388629
6490	1269.894281
6500	1271.156171
6510	1281.549102
6520	1271.729823
6530	1269.838313
6540	1276.267041
6550	1278.705929
6560	1271.173794
6570	1270.114409
6580	1293.833173
6590	1275.848955
6600	1273.378605
6610	1260.050268
6620	1275.991713
6630	1270.771024
6640	1285.957702
6650	961.696260
6660	1285.849293
6670	1282.794591
6680	1267.208850
6690	1270.795120
6700	1285.467598
6710	1268.636401
6720	1273.064396
6730	1272.599857
6740	1272.674035
6750	1273.468877
6760	1272.482897
6770	1269.715643
6780	1278.585421
6790	1279.905332
6800	1273.281883
6810	1272.136560
6820	1277.639516
6830	1274.396777
6840	1274.427064
6850	1268.603537
6860	1271.853648
6870	1267.869561
6880	1272.584592
6890	1270.278041
6900	1276.319021
6910	1260.798336
6920	1272.555343
6930	1268.920784
6940	1278.428850
6950	1269.230312
6960	1270.183635
6970	1271.494312
6980	1277.217751
6990	1264.599937
7000	1270.945498
7010	1271.880922
7020	1274.707862
7030	1276.159329
7040	1275.384834
7050	1271.351450
7060	1275.044645
7070	1275.526063
7080	1269.408144
7090	1270.984881
7100	1274.854615
7110	1276.418276
7120	1271.022606
7130	1270.056140
7140	1277.207120
7150	1231.749455
7160	1138.522201
7170	1271.032664
7180	1280.529059
7190	1285.096533
7200	1269.707288
7210	1271.192245
7220	1272.147824
7230	1276.546675
7240	1269.818043
7250	1274.171047
7260	1275.329086
7270	1269.340919
7280	1271.083942
7290	1269.837486
7300	1272.949750
7310	1276.403773
7320	1273.988128
7330	1269.262651
7340	1274.176804
7350	1275.282812
7360	1271.870545
7370	1270.319670
7380	1273.795626
7390	1271.908293
7400	1270.621880
7410	1266.864222
7420	1076.569285
7430	1262.440034
7440	1268.711134
7450	1270.378259
7460	1282.042900
7470	1281.693235
7480	1271.896419
7490	1271.565999
7500	1274.481689
7510	1272.091784
7520	1271.398919
7530	1271.675073
7540	1270.373474
7550	1277.091526
7560	1272.940665
7570	1271.167049
7580	1285.295048
7590	1276.668074
7600	1273.719798
7610	1272.319642
7620	1288.559136
7630	1274.380539
7640	1271.137074
7650	1271.382484
7660	1288.481122
7670	1260.346409
7680	1222.003478
7690	1274.838854
7700	1283.892499
7710	1266.260542
7720	1268.723951
7730	1273.143377
7740	1284.215595
7750	1272.039148
7760	1269.982339
7770	1275.419561
7780	1269.516829
7790	1276.269502
7800	1271.931667
7810	1271.568594
7820	1276.832359
7830	1267.898007
7840	1270.949625
7850	1268.223379
7860	1271.307434
7870	1275.013811
7880	1274.641525
7890	1270.038619
7900	1274.771816
7910	1270.562721
7920	1265.317601
7930	1279.563620
7940	1276.708943
7950	1273.270549
7960	1271.817231
7970	1270.922611
7980	1278.257725
7990	1279.571883
8000	1274.043631
8010	1271.446511
8020	1276.318041
8030	1280.960324
8040	1269.517637
8050	1270.461844
8060	1272.756885
8070	1275.826114
8080	1272.186499
8090	1270.235289
8100	1274.408199
8110	1269.540249
8120	1273.823494
8130	1271.776753
8140	1287.317270
8150	1278.624790
8160	1269.559886
8170	1274.124051
8180	1277.446513
8190	1160.730240
8200	1268.659398
8210	1272.479483
8220	1276.560370
8230	1275.901477
8240	1269.394606
8250	1271.517357
8260	1281.119996
8270	1277.387160
8280	1271.259104
8290	1269.643510
8300	1298.563458
8310	1272.818743
8320	1274.151190
8330	1267.272568
8340	1277.105024
8350	1280.466471
8360	569.214912
8370	1270.374297
8380	1271.000709
8390	1275.679995
8400	1271.921313
8410	1271.362427
8420	1276.145198
8430	1283.182611
8440	1275.493381
8450	1271.979095
8460	1284.695254
8470	1275.549849
8480	1272.487456
8490	1275.457810
8500	1276.435295
8510	1270.216120
8520	1271.875932
8530	1081.692945
8540	1272.084686
8550	1278.514746
8560	1273.777413
8570	1269.253769
8580	1274.718785
8590	1278.675733
8600	1269.199881
8610	1270.452908
8620	1274.210362
8630	1272.693565
8640	1273.019145
8650	1271.792694
8660	1285.957922
8670	1273.660117
8680	1271.993669
8690	1276.374729
8700	706.786726
8710	1277.239798
8720	1270.401306
8730	1271.663351
8740	1285.817401
8750	1274.274400
8760	1270.085474
8770	1268.456298
8780	1282.565138
8790	1279.576052
8800	1271.059682
8810	1272.083429
8820	1283.486816
8830	1275.766457
8840	1270.539427
8850	1269.381563
8860	1276.477780
8870	1278.730711
8880	1274.635890
8890	1268.248781
8900	1276.065627
8910	1273.065676
8920	1271.889403
8930	1271.660689
8940	1278.453710
8950	1272.515952
8960	1272.018225
8970	1269.761907
8980	1297.790574
8990	1271.666116
9000	1272.411171
9010	1270.908866
9020	1277.537495
9030	1280.050715
9040	1269.516986
9050	1268.578955
9060	1260.764635
9070	1251.397942
9080	1270.313851
9090	1270.291126
9100	1276.798134
9110	1278.864505
9120	1273.076663
9130	1270.477539
9140	1295.043683
9150	1275.223202
9160	1272.115833
9170	1268.686898
9180	1283.420131
9190	1271.041911
9200	1286.221631
9210	962.470464
9220	1280.819899
9230	1278.071651
9240	1267.665660
9250	1268.940329
9260	1284.977911
9270	1264.664392
9280	1272.813925
9290	1271.817146
9300	1272.638895
9310	1273.110414
9320	1271.167019
9330	1270.723611
9340	1277.187288
9350	1282.290553
9360	1273.423155
9370	1271.459956
9380	1277.288174
9390	1279.032135
9400	1275.103021
9410	1269.307930
9420	1270.177048
9430	1273.009839
9440	1270.811469
9450	1269.245017
9460	1273.283914
9470	1261.271132
9480	1270.915314
9490	1268.430616
9500	1282.282655
9510	1270.935468
9520	1270.198840
9530	1270.990520
9540	1278.964902
9550	1263.980564
9560	1270.079871
9570	1254.068797
9580	1274.700819
9590	1277.843444
9600	1275.423452
9610	1270.575706
9620	1275.981284
9630	1275.551312
9640	1253.043089
9650	1268.911871
9660	1275.200406
9670	1275.631897
9680	1273.230122
9690	1269.740069
9700	1277.970087
9710	1240.933517
9720	1140.093105
9730	1262.341047
9740	1280.047746
9750	1285.172333
9760	1269.195875
9770	1272.331775
9780	1270.442900
9790	1275.801320
9800	1270.432747
9810	1274.196043
9820	1275.361853
9830	1272.107252
9840	1272.442814
9850	1270.080346
9860	1270.637937
9870	1277.146456
9880	1274.225507
9890	1269.036255
9900	1272.405795
9910	1275.307278
9920	1270.735150
9930	1271.314044
9940	1272.083703
9950	1270.089914
9960	1268.429080
9970	1265.530064
9980	1089.105692
9990	1261.438603
10000	1270.473640
10100	1269.448581
10200	1267.704235
10300	1281.675901
10400	1268.442564
10500	1276.007395
10600	1269.303649
10700	1289.669511
10800	1267.192852
10900	1280.366621
11000	1275.490849
11100	1270.361432
11200	1269.050041
11300	1281.558551
11400	1270.848761
11500	1280.454950
11600	1277.220508
11700	1292.767835
11800	1266.125346
11900	1276.933338
12000	1270.806843
12100	1273.340165
12200	1269.036186
12300	1283.855946
12400	1273.221395
12500	1273.450895
12600	1272.053908
12700	1288.110741
12800	1215.881321
12900	1275.318868
13000	1273.928549
13100	1280.224667
13200	1270.298584
13300	1276.599847
13400	1276.492882
13500	1270.400055
13600	1272.008403
13700	1274.809473
13800	1272.560431
13900	1279.696215
14000	1273.989023
14100	1299.399495
14200	1272.011572
14300	1281.669925
14400	1272.343355
14500	1278.056740
14600	1273.127880
14700	1274.858595
14800	1270.396904
14900	1270.270041
15000	1273.698649
15100	1080.626634
15200	1271.179888
15300	1291.815839
15400	1269.086181
15500	1276.170276
15600	1267.749017
15700	1274.601626
15800	1272.989150
15900	1275.864169
16000	1273.394054
16100	1276.598919
16200	1271.536905
16300	1274.501865
16400	1160.682107
16500	1288.875827
16600	1264.832794
16700	1277.601191
16800	1274.130951
16900	1162.972234
17000	1271.604128
17100	1271.800500
17200	1269.938467
17300	1274.851781
17400	1139.322894
17500	1154.428858
17600	1272.150263
17700	1286.708824
17800	1272.501635
17900	1293.532788
18000	1150.940701
18100	1272.834421
18200	1272.023683
18300	1271.559244
18400	1271.015030
18500	1154.402514
18600	569.217766
18700	1285.206090
18800	1273.336379
18900	1286.317732
19000	1159.098810
19100	1275.278925
19200	1272.581562
19300	1283.624701
19400	1272.895498
19500	1157.046557
19600	1274.240793
19700	1273.124466
19800	1270.050240
19900	1274.175029
20000	1156.312003
20100	1270.790763
20200	1267.374415
20300	1272.096532
20400	1272.675100
20500	1153.437577
20600	1273.526631
20700	1279.095741
20800	1273.656791
20900	1274.755102
21000	1155.942877
21100	1299.669294
21200	1270.704212
21300	1275.060536
21400	1268.344889
21500	707.280012
21600	1160.152396
21700	1276.287591
21800	1273.043311
21900	1276.549106
22000	1286.062354
22100	1155.786029
22200	1276.153309
22300	1285.923011
22400	1275.081177
22500	1276.480805
22600	1156.943062
22700	1273.224319
22800	1269.297740
22900	1268.928214
23000	1268.504938
23100	1153.095473
23200	1268.602501
23300	1273.433452
23400	1269.341589
23500	1290.814172
23600	1155.884451
23700	1280.287021
23800	1275.664302
23900	1271.740021
24000	1272.838121
24100	1154.267709
24200	1271.185060
24300	1278.365127
24400	1277.425821
24500	1280.146712
24600	1153.381985
24700	1277.144942
24800	1271.803801
24900	1273.080253
25000	1267.318841
25100	1158.818241
25200	1272.551437
25300	1272.866003
25400	1272.382484
25500	1289.364042
25600	1155.824251
25700	1274.726170
25800	1273.212924
25900	1280.138224
26000	1269.535721
26100	1272.676628
26200	1158.208620
26300	1264.699422
26400	1271.451117
26500	1275.379181
26600	1271.034041
26700	1156.925621
26800	1273.971809
26900	1299.264807
27000	1272.388431
27100	1287.196770
27200	1158.655842
27300	1277.503314
27400	1274.476453
27500	1273.862518
27600	1270.532708
27700	1155.254382
27800	1273.300325
27900	1084.345910
28000	1270.817722
28100	1292.019304
28200	1154.757007
28300	1275.029973
28400	1265.771967
28500	1273.301530
28600	1272.489501
28700	1157.444821
28800	1272.593674
28900	1275.805934
29000	1270.808911
29100	1273.366697
29200	1158.316796
29300	1293.174766
29400	1271.548032
29500	1275.071890
29600	1275.428302
29700	1154.422301
29800	1270.534634
29900	1271.647835
30000	1269.245270
30100	1273.728918
30200	1140.345265
30300	1156.193389
30400	1269.373143
30500	1286.857000
30600	1273.107198
30700	1301.341201
30800	1155.711877
30900	1271.725800
31000	1270.904311
31100	1270.836348
31200	1270.253357
31300	1155.596263
31400	569.050660
31500	1284.832641
31600	1272.629847
31700	1285.806307
31800	1153.348766
31900	1275.309421
32000	1271.687857
32100	1285.684820
32200	1270.926866
32300	1156.677042
32400	1272.509043
32500	1272.708360
32600	1269.711217
32700	1273.278431
32800	1155.205193
32900	1268.744894
33000	1264.072705
33100	1271.177844
33200	1270.476776
33300	1156.054608
33400	1273.392489
33500	1273.845923
33600	1271.984608
33700	1274.667681
33800	1153.078087
33900	1290.316319
34000	1270.249173
34100	1274.100621
34200	1268.577678
34300	706.514223
34400	1150.584954
34500	1274.582497
34600	1271.604802
34700	1275.097702
34800	1282.079683
34900	1152.782866
35000	1273.129915
35100	1280.846731
35200	1273.978297
35300	1276.563924
35400	1149.969139
35500	1273.457159
35600	1270.916512
35700	1270.933833
35800	1270.523292
35900	1153.488484
36000	1254.541682
36100	1275.849262
36200	1271.094911
36300	1280.071249
36400	1153.208193
36500	1273.888427
36600	1270.343050
36700	1274.522835
36800	1270.838715
36900	1153.379501
37000	1272.152678
37100	1274.352162
37200	1274.436462
37300	1274.925149
37400	1149.284178
37500	1274.224624
37600	1271.781615
37700	1274.850168
37800	1271.701362
37900	1148.248465
38000	1272.666096
38100	1275.408866
38200	1272.608682
38300	1272.469080
38400	1151.251474
38500	1274.922857
38600	1272.259832
38700	1276.026934
38800	1272.089828
38900	1268.619902
39000	1148.681935
39100	1275.051155
39200	1273.182500
39300	1275.615564
39400	1272.090551
39500	1147.349051
39600	1274.429057
39700	1278.168535
39800	1272.993547
39900	1276.254275
40000	1150.531037
40100	1271.247292
40200	1273.874999
40300	1274.669665
40400	1271.906135
40500	1147.600949
40600	1275.020131
40700	1070.311588
40800	1273.179772
40900	1276.258942
41000	1151.126182
41100	1273.605389
41200	1272.099039
41300	1276.241400
41400	1273.443402
41500	1146.889339
41600	1274.233191
41700	1274.600188
41800	1273.055842
41900	1275.163289
42000	1146.171253
42100	1274.293245
42200	1273.116030
42300	1275.892730
42400	1272.469907
42500	1146.580980
42600	1273.698936
42700	1273.796362
42800	1272.783767
42900	1274.939799
43000	1129.048436
43100	1146.311288
43200	1274.010000
43300	1275.027409
43400	1273.426779
43500	1280.620681
43600	1144.211371
43700	1274.697593
43800	1272.352355
43900	1274.667516
44000	1270.722586
44100	1144.942094
44200	567.228381
44300	1275.465111
44400	1273.061664
44500	1277.458200
44600	1146.769193
44700	1275.020793
44800	1271.799760
44900	1273.921797
45000	1271.956409
45100	1146.374153
45200	1274.148949
45300	1279.231010
45400	1272.599557
45500	1277.290362
45600	1147.038062
45700	1275.802800
45800	1273.129772
45900	1276.489281
46000	1273.518635
46100	1146.684425
46200	1273.084912
46300	1273.449768
46400	1273.384617
46500	1275.839546
46600	1146.509258
46700	1275.465403
46800	1274.414969
46900	1275.370323
47000	1271.967984
47100	702.036867
47200	1147.784269
47300	1274.356398
47400	1272.655518
47500	1274.935410
47600	1276.125525
47700	1145.076532
47800	1273.297309
47900	1276.371213
48000	1273.400780
48100	1275.642435
48200	1147.508075
48300	1275.552058
48400	1273.101074
48500	1274.689144
48600	1272.039144
48700	1149.056558
48800	1272.533298
48900	1276.825552
49000	1273.642907
49100	1281.706338
49200	1145.615391
49300	1275.932273
49400	1268.701129
49500	1276.548888
49600	1272.560463
49700	1146.120886
49800	1274.211597
49900	1274.461878
50000	1274.744967
50100	1274.094020
50200	1147.663220
50300	1274.940379
50400	1272.949697
50500	1273.913371
50600	1274.199679
50700	1146.146498
50800	1273.275882
50900	1275.829551
51000	1273.045468
51100	1274.493927
51200	1146.920587
51300	1276.013656
51400	1273.470760
51500	1276.773872
51600	1271.815059
51700	1266.663520
51800	1146.805947
51900	1275.922072
52000	1272.638883
52100	1274.715985
52200	1271.286690
52300	1146.970961
52400	1273.940351
52500	1275.540326
52600	1272.974283
52700	1276.962467
52800	1146.227055
52900	1270.990420
53000	1273.566191
53100	1275.605227
53200	1273.037711
53300	1146.148956
53400	1274.275075
53500	1077.431073
53600	1273.289265
53700	1274.879947
53800	1147.813372
53900	1274.732736
54000	1272.083726
54100	1275.723912
54200	1272.211050
54300	1146.868359
54400	1272.871658
54500	1273.695687
54600	1272.957604
54700	1276.330621
54800	1145.652128
54900	1274.397463
55000	1273.235007
55100	1277.171684
55200	1273.252778
55300	1146.306469
55400	1273.476129
55500	1274.485517
55600	1271.875635
55700	1275.361683
55800	1130.889950
55900	1147.067618
56000	1273.319657
56100	1276.977812
56200	1272.480213
56300	1280.527787
56400	1147.709842
56500	1274.861947
56600	1272.577007
56700	1272.543682
56800	1270.079137
56900	1145.029612
57000	567.279729
57100	1276.109281
57200	1272.832441
57300	1275.797447
57400	1146.483547
57500	1276.001639
57600	1271.672782
57700	1273.971509
57800	1270.922673
57900	1146.573771
58000	1273.348821
58100	1276.154127
58200	1271.372544
58300	1275.181996
58400	1144.877505
58500	1272.989505
58600	1271.917665
58700	1274.421281
