n	mflops
2480	1263.346850
2490	1263.978435
2500	1257.745575
2510	1255.846057
2520	1216.693362
2530	1261.345358
2540	1259.793683
2550	1264.450643
2560	1154.509407
2570	1255.371385
2580	1243.587755
2590	1252.632923
2600	1256.944340
2610	1259.898087
2620	1252.463430
2630	1261.434890
2640	1264.542886
2650	1261.406567
2660	1262.596378
2670	1268.708276
2680	1265.254409
2690	1238.749832
2700	1256.363427
2710	1259.914560
2720	1253.845297
2730	1257.801369
2740	1259.342099
2750	1264.487408
2760	1263.288839
2770	1260.140391
2780	1252.097117
2790	1261.096722
2800	1257.328346
2810	1252.990530
2820	1254.169572
2830	1267.162324
2840	1258.809932
2850	1262.223577
2860	1255.625846
2870	1260.200642
2880	1262.673082
2890	1253.096534
2900	278.179592
2910	1259.339527
2920	1265.709373
2930	1259.013008
2940	1257.261649
2950	1262.288073
2960	1256.179427
2970	1267.192742
2980	1254.908140
2990	1239.426008
3000	1265.037287
3010	1261.744638
3020	1250.197676
3030	1258.269844
3040	1263.432156
3050	1267.748434
3060	1248.515822
3070	359.974984
3080	1238.957335
3090	1239.798725
3100	1254.949629
3110	1270.168032
3120	1266.510486
3130	1208.076360
3140	1244.234183
3150	1262.202407
3160	1260.966412
3170	1234.992172
3180	1245.731007
3190	1260.513211
3200	1250.662393
3210	1263.818500
3220	1256.737247
3230	1263.854074
3240	1132.251574
3250	1258.799740
3260	1253.031364
3270	1258.779208
3280	1262.702427
3290	1262.718636
3300	1233.681757
3310	1263.052541
3320	1250.188673
3330	1256.899054
3340	1241.354062
3350	1267.747412
3360	1260.188224
3370	1263.782344
3380	1250.726883
3390	1263.673330
3400	1255.598383
3410	1244.444303
3420	1251.213695
3430	1268.698381
3440	1264.703622
3450	1267.103160
3460	1255.499961
3470	1264.025638
3480	1255.279698
3490	1260.943471
3500	1247.412963
3510	1232.447345
3520	1264.373018
3530	1258.519654
3540	1243.912916
3550	1259.709514
3560	1258.678274
3570	1247.357257
3580	877.429504
3590	1264.394329
3600	1268.780120
3610	1257.678713
3620	1256.729927
3630	1239.612458
3640	1269.243067
3650	1263.450880
3660	1251.779401
3670	1262.483589
3680	1270.099757
3690	1266.908443
3700	1260.279487
3710	1262.556700
3720	1259.142632
3730	1250.992364
3740	1242.436937
3750	1255.785067
3760	1258.075212
3770	1262.904751
3780	1261.082047
3790	1266.117239
3800	1250.078800
3810	1255.879165
3820	1257.424994
3830	1259.297325
3840	1221.460946
3850	1258.087074
3860	1251.537217
3870	1249.970537
3880	1268.296079
3890	1233.093126
3900	1252.718791
3910	1266.576637
3920	1255.400667
3930	1255.545223
3940	1244.426631
3950	1265.531992
3960	1240.280003
3970	1260.375928
3980	1256.081263
3990	1257.882813
4000	1261.221613
4010	1263.957138
4020	1255.706484
4030	1264.346979
4040	1265.608415
4050	1269.318223
4060	1247.037061
4070	1264.941773
4080	1267.413576
4090	1023.292611
4100	1260.187696
4110	1260.451978
4120	1262.171699
4130	1250.296758
4140	1250.674135
4150	1253.166133
4160	1261.471265
4170	1217.131147
4180	1257.069941
4190	1267.015283
4200	1261.833772
4210	1256.970339
4220	1246.462313
4230	1243.458364
4240	1258.262742
4250	1262.029776
4260	1254.279078
4270	1259.015978
4280	1261.599311
4290	1240.883652
4300	1254.006351
4310	1260.043010
4320	1259.296131
4330	1253.377340
4340	1249.066263
4350	559.190652
4360	1263.787624
4370	1266.786965
4380	1257.798591
4390	1257.589806
4400	1261.685679
4410	1252.672474
4420	1254.082241
4430	1267.090746
4440	1264.093039
4450	1246.937047
4460	1248.485657
4470	1257.439713
4480	1261.641448
4490	1237.804694
4500	1244.848821
4510	1262.863845
4520	1259.523280
4530	1262.946184
4540	1257.999204
4550	1265.090606
4560	1258.553919
4570	1258.818792
4580	1257.651447
4590	1268.190755
4600	1201.433382
4610	1232.109554
4620	1242.201809
4630	1260.537203
4640	1259.229379
4650	1255.583813
4660	1254.285829
4670	1271.000105
4680	1268.055750
4690	1240.380005
4700	1246.730775
4710	1259.075180
4720	1258.993735
4730	1263.235878
4740	1237.688485
4750	1245.342938
4760	1258.790851
4770	1257.902065
4780	1255.034875
4790	1260.086566
4800	1260.824790
4810	1265.631445
4820	1240.676301
4830	1212.724504
4840	1263.417388
4850	1262.259774
4860	1166.247463
4870	1259.778197
4880	1265.083414
4890	1265.116765
4900	1260.682191
4910	1263.409341
4920	1255.591829
4930	1259.174137
4940	1249.179462
4950	1237.582802
4960	1266.328707
4970	1275.094649
4980	1250.780041
4990	1260.283305
5000	1256.517767
5010	1259.238372
5020	1254.857548
5030	1266.569934
5040	1267.289041
5050	1256.649024
5060	1248.713889
5070	1259.088654
5080	1263.613487
5090	1260.046393
5100	1263.949638
5110	1266.658530
5120	1172.261428
5130	1211.922708
5140	1251.085614
5150	1247.696884
5160	1235.083408
5170	1255.466256
5180	1253.056999
5190	1258.113717
5200	1264.635162
5210	1265.752672
5220	1260.659989
5230	1261.324231
5240	1261.319009
5250	1259.392120
5260	1252.088524
5270	1257.188443
5280	1240.570845
5290	1260.296678
5300	1251.795490
5310	1258.663646
5320	1257.175673
5330	1258.778257
5340	1259.908883
5350	1269.195186
5360	1258.843928
5370	1239.051244
5380	1247.909673
5390	1267.795470
5400	1264.506632
5410	1263.745494
5420	1260.799649
5430	1258.571809
5440	1261.812513
5450	1251.607152
5460	279.666773
5470	1252.045938
5480	1261.528295
5490	1249.766981
5500	1256.171484
5510	1211.929054
5520	1256.575751
5530	1266.374829
5540	1259.703857
5550	1266.304740
5560	1255.616289
5570	1258.874628
5580	1224.076601
5590	1263.087221
5600	1264.880714
5610	1263.296671
5620	1252.399980
5630	358.026576
5640	1265.568559
5650	1267.328358
5660	1243.437532
5670	1263.332669
5680	1258.432565
5690	1258.481986
5700	1257.010603
5710	1267.708835
5720	1265.068525
5730	1263.659353
5740	1225.898252
5750	1266.261616
5760	1255.821818
5770	1210.015760
5780	1253.964602
5790	1265.047047
5800	1124.643970
5810	1252.937983
5820	1249.244929
5830	1263.644600
5840	1264.426334
5850	1265.764931
5860	1263.011572
5870	1253.068128
5880	1254.022797
5890	1223.138658
5900	1257.317592
5910	1266.965366
5920	1264.288423
5930	1258.709740
5940	1247.081182
5950	1259.383138
5960	1258.051969
5970	1250.946637
5980	1260.355691
5990	1263.518309
6000	1265.740239
6010	1261.531803
6020	1258.527291
6030	1269.578137
6040	1258.482205
6050	1258.809855
6060	1250.073631
6070	1267.069191
6080	1262.858311
6090	1258.097463
6100	1206.427359
6110	1256.934588
6120	1261.062559
6130	1238.328700
6140	876.834359
6150	1273.366052
6160	1266.547101
6170	1258.469865
6180	1248.941929
6190	1258.084030
6200	1265.085977
6210	1265.618179
6220	1234.061181
6230	1263.618683
6240	1260.691902
6250	1259.517798
6260	1234.680788
6270	1261.521368
6280	1262.865078
6290	1266.404421
6300	1247.486321
6310	1264.128467
6320	1254.070015
6330	1264.373048
6340	1248.950527
6350	1245.728011
6360	1225.172078
6370	1266.549693
6380	1257.137419
6390	1273.683455
6400	1226.153565
6410	1254.372961
6420	1251.425689
6430	1220.717049
6440	1249.686734
6450	1260.065424
6460	1241.578850
6470	1261.111034
6480	1254.272148
6490	1267.134122
6500	1251.938122
6510	1261.909486
6520	1260.200303
6530	1260.486048
6540	1255.442431
6550	1242.567239
6560	1266.279341
6570	1260.194594
6580	1251.205976
6590	1252.109216
6600	1267.926654
6610	1265.553332
6620	1259.696285
6630	1264.121094
6640	1250.419551
6650	1018.184348
6660	1251.139540
6670	1257.060307
6680	1258.322404
6690	1258.572572
6700	1261.686429
6710	1266.822517
6720	1271.380565
6730	1257.562230
6740	1245.155650
6750	1262.914858
6760	1215.967209
6770	1261.673435
6780	1256.896000
6790	1262.229853
6800	1256.641278
6810	1255.476995
6820	1257.082546
6830	1264.532741
6840	1264.331462
6850	1268.547057
6860	1254.302126
6870	1258.547519
6880	1238.895340
6890	1254.890996
6900	1253.698525
6910	561.069146
6920	1265.210169
6930	1259.525609
6940	1253.988845
6950	1264.507756
6960	1265.183639
6970	1261.394815
6980	1258.001667
6990	1266.630317
7000	1261.158759
7010	1266.376692
7020	1255.072656
7030	1265.973120
7040	1262.750840
7050	1264.643818
7060	1211.734436
7070	1260.735283
7080	1233.743759
7090	1261.581076
7100	1256.061431
7110	1266.904255
7120	1251.353558
7130	1248.984209
7140	1244.472858
7150	1270.901416
7160	1183.448883
7170	1231.680004
7180	1261.021209
7190	1257.305393
7200	1250.394858
7210	1252.016594
7220	1258.463504
7230	1257.258029
7240	1259.480273
7250	1261.435406
7260	1256.115964
7270	1263.706908
7280	1264.283338
7290	1263.697218
7300	1218.392763
7310	1258.499713
7320	1264.249685
7330	1250.038141
7340	1252.143000
7350	1258.572035
7360	1261.436188
7370	1258.405591
7380	1252.291696
7390	1258.734756
7400	1264.631976
7410	1252.654214
7420	1154.003762
7430	1266.383630
7440	1267.107597
7450	1259.219880
7460	1252.149954
7470	1250.007750
7480	1261.701311
7490	1263.279448
7500	1257.206349
7510	1264.903985
7520	1267.449876
7530	1256.594167
7540	1230.210623
7550	1260.797126
7560	1257.573762
7570	1250.401063
7580	1249.909484
7590	1264.922500
7600	1258.832091
7610	1263.407983
7620	1255.525560
7630	1265.310588
7640	1264.004518
7650	1262.990549
7660	1256.452433
7670	1253.261313
7680	1170.037304
7690	1263.772979
7700	1259.901409
7710	1263.987955
7720	1265.332251
7730	1230.589991
7740	1239.073254
7750	1232.193911
7760	1257.446364
7770	1254.513770
7780	1250.385665
7790	1262.517744
7800	1263.838425
7810	1265.079897
7820	1259.786308
7830	1256.764488
7840	1261.104243
7850	1261.319727
7860	1258.016322
7870	1235.522778
7880	1262.162902
7890	1260.094409
7900	1244.443577
7910	1234.053429
7920	1221.633753
7930	1214.085462
7940	1228.691276
7950	1149.830605
7960	1226.739369
7970	1250.341218
7980	1247.471452
7990	1257.372318
8000	1254.637285
8010	1229.945849
8020	280.778412
8030	1253.813928
8040	1223.268917
8050	1251.943594
8060	1253.719182
8070	1268.146569
8080	1246.916732
8090	1259.825982
8100	1249.556793
8110	1262.451344
8120	1265.575997
8130	1262.783024
8140	1255.024026
8150	1262.126506
8160	1264.882907
8170	1219.051145
8180	1253.045343
8190	360.386905
8200	1254.619647
8210	1254.015762
8220	1250.559589
8230	1262.750594
8240	1255.888401
8250	1260.887846
8260	1258.247584
8270	1262.423003
8280	1255.261233
8290	1247.638424
8300	1254.931962
8310	1265.420220
8320	1261.200665
8330	1262.766966
8340	1221.343612
8350	1219.099352
8360	1132.828950
8370	1260.080745
8380	1256.230580
8390	1259.533139
8400	1260.422047
8410	1251.878229
8420	1253.341961
8430	1265.141644
8440	1248.095131
8450	1263.753325
8460	1252.383120
8470	1260.810178
8480	1235.477313
8490	1250.160389
8500	1252.746869
8510	1258.731375
8520	1259.186015
8530	1251.380476
8540	1253.976856
8550	1261.955571
8560	1252.507249
8570	1259.986865
8580	1251.112399
8590	1261.816074
8600	1260.712747
8610	1253.385313
8620	1251.468048
8630	1248.331394
8640	1264.545779
8650	1262.510231
8660	1250.863063
8670	1257.564947
8680	1189.169719
8690	1187.596902
8700	868.886334
8710	1265.526891
8720	1245.914129
8730	1243.816358
8740	1250.520834
8750	1264.801271
8760	1262.614638
8770	1258.616498
8780	1253.292389
8790	1264.104993
8800	1242.515631
8810	1255.087289
8820	1246.809385
8830	1262.877724
8840	1259.304593
8850	1260.181285
8860	1255.304168
8870	1256.213477
8880	1257.236308
8890	1261.772539
8900	1249.969407
8910	1258.367504
8920	1263.660455
8930	1263.286055
8940	1251.565443
8950	1270.722261
8960	1262.440278
8970	1261.310921
8980	1256.402091
8990	1259.127112
9000	1265.329259
9010	1194.948446
9020	1244.595562
9030	1260.251576
9040	1249.219111
9050	1258.093047
9060	1253.250479
9070	1261.235970
9080	1262.014388
9090	1263.925390
9100	1251.012953
9110	1260.896262
9120	1261.099283
9130	1265.289127
9140	1230.960022
9150	1263.005640
9160	1263.955102
9170	1262.010481
9180	1252.164880
9190	1263.615813
9200	1263.371046
9210	1020.260547
9220	1253.634144
9230	1259.232034
9240	1263.555764
9250	1262.426142
9260	1254.989645
9270	1259.668816
9280	1261.324898
9290	1258.943602
9300	1254.466647
9310	1261.374377
9320	1258.154205
9330	1260.738134
9340	1225.284216
9350	1234.535869
9360	1263.485594
9370	1253.485475
9380	1253.083441
9390	1260.638574
9400	1265.601288
9410	1253.531398
9420	1258.605461
9430	1256.386535
9440	1261.175258
9450	1263.124365
9460	1258.585021
9470	557.962596
9480	1266.286532
9490	1256.928734
9500	1244.118258
9510	1259.567438
9520	1262.298270
9530	1246.083121
9540	1250.537718
9550	1260.858096
9560	1259.319875
9570	1251.524174
9580	1257.780386
9590	1257.826339
9600	1241.673549
9610	1234.410995
9620	1255.721886
9630	1263.035513
9640	1259.441377
9650	1259.289425
9660	1231.784448
9670	1142.421121
9680	1256.537524
9690	1252.147273
9700	1232.422651
9710	1262.188061
9720	1185.971293
9730	1223.387844
9740	1258.988621
9750	1259.744852
9760	1264.696632
9770	1261.506707
9780	1255.097676
9790	1235.527635
9800	1256.935348
9810	1264.615718
9820	1255.591685
9830	1264.817614
9840	1266.824228
9850	1261.654217
9860	1247.692469
9870	1256.379595
9880	1260.895381
9890	1255.223162
9900	1247.564004
9910	1241.442115
9920	1254.259067
9930	1261.838885
9940	1252.593891
9950	1265.045905
9960	1259.364501
9970	1259.954137
9980	1180.434484
9990	1237.740068
10000	1232.501195
10100	1254.650324
10200	1261.311332
10300	1249.075154
10400	1261.080498
10500	1261.084957
10600	1262.004822
10700	1253.986268
10800	1267.505241
10900	1246.603143
11000	1247.523663
11100	1256.635654
11200	1238.577152
11300	1251.627026
11400	1258.806316
11500	1257.672127
11600	1246.646855
11700	1253.266913
11800	1263.432193
11900	1249.905511
12000	1253.882846
12100	1249.436999
12200	1258.469554
12300	1257.963058
12400	1264.418412
12500	1254.860577
12600	1258.465442
12700	1251.055995
12800	1167.338335
12900	1252.064053
13000	1256.895332
13100	1253.296102
13200	1256.008112
13300	1212.480637
13400	1249.587186
13500	1251.974835
13600	1257.755816
13700	1238.947887
13800	1217.968882
13900	1242.064745
14000	1259.282049
14100	1253.384680
14200	1257.019642
14300	1250.981202
14400	1264.002206
14500	1230.458388
14600	1264.383352
14700	1254.446366
14800	1260.901485
14900	1249.548482
15000	1260.543353
15100	1184.376415
15200	1259.441053
15300	1217.821618
15400	1260.327777
15500	1249.057350
15600	1261.875843
15700	280.127622
15800	1265.333572
15900	1254.061538
16000	1255.644486
16100	1249.759423
16200	1228.635760
16300	1238.012880
16400	1142.733513
16500	1246.658924
16600	1258.156849
16700	1254.415121
16800	1257.196275
16900	1136.939136
17000	1264.427587
17100	1253.702211
17200	1256.061268
17300	1256.453138
17400	1176.913570
17500	1138.138670
17600	1247.199017
17700	1250.099121
17800	1261.351238
17900	1256.209351
18000	1144.014118
18100	1250.451059
18200	1257.625816
18300	1253.096598
18400	1264.046042
18500	1127.485113
18600	1134.795421
18700	1252.003927
18800	1252.499757
18900	1248.675986
19000	1137.408531
19100	1249.889184
19200	1253.273808
19300	1253.736857
19400	1246.109523
19500	1094.054473
19600	1210.333490
19700	1247.803986
19800	1254.142200
19900	1256.808779
20000	1146.928521
20100	1248.029218
20200	1249.024241
20300	1248.821455
20400	1247.961361
20500	1137.705059
20600	1257.032333
20700	1232.317160
20800	1260.826778
20900	1245.345763
21000	1138.406588
21100	1251.893528
21200	1259.150244
21300	1251.555472
21400	1222.467437
21500	866.869523
21600	1131.767235
21700	1248.572832
21800	1258.481645
21900	1249.995999
22000	1256.918239
22100	1006.908256
22200	1230.769271
22300	1251.168420
22400	1261.502061
22500	1252.585075
22600	1071.872417
22700	1225.766967
22800	1251.652463
22900	1246.924658
23000	1235.283642
23100	1136.409373
23200	1257.152951
23300	1245.413309
23400	1253.235196
23500	1251.275736
23600	1130.135204
23700	1224.606179
23800	1220.750424
23900	1246.993257
24000	1260.781366
24100	1134.659291
24200	1248.173092
24300	1242.312300
24400	1241.378872
24500	1246.287155
24600	1135.825806
24700	1238.022716
24800	1255.036785
24900	1245.530963
25000	1256.909441
25100	1133.522708
25200	1249.221685
25300	1248.199296
25400	1251.751356
25500	1243.744531
25600	1133.995967
25700	1247.356484
25800	1221.681262
25900	1220.850354
26000	1231.802599
26100	1240.533303
26200	1130.256461
26300	1248.549712
26400	1257.990419
26500	1243.121586
26600	1261.630003
26700	1127.200676
26800	1245.479840
26900	1241.323199
27000	1242.654772
27100	1227.637254
27200	1132.981366
27300	1244.773233
27400	1248.215584
27500	1237.066169
27600	1259.895498
27700	1134.979435
27800	1258.714914
27900	1171.771585
28000	1247.276535
28100	1213.188488
28200	1122.104019
28300	1245.177782
28400	1250.248379
28500	279.487288
28600	1249.359039
28700	1093.775406
28800	1224.053026
28900	1229.801811
29000	1247.118859
29100	1219.135557
29200	1111.273965
29300	1238.707357
29400	1257.028617
29500	1242.467056
29600	1254.016265
29700	1129.368384
29800	1249.890392
29900	1221.977647
30000	1245.326911
30100	1238.382762
30200	1178.316905
30300	1129.030167
30400	1252.259792
30500	1247.413725
30600	1250.492835
30700	1239.465708
30800	1129.690849
30900	1238.515576
31000	1252.580093
31100	1244.019508
31200	1257.296450
31300	1122.439926
31400	1128.648723
31500	1240.337708
31600	1238.133450
31700	1239.268637
31800	1132.784103
31900	1190.594423
32000	1243.051000
32100	1219.030556
32200	1243.444314
32300	1128.590080
32400	1245.257564
32500	1245.140866
32600	1243.733065
32700	1241.484140
32800	1127.548642
32900	1244.726853
33000	1252.574321
33100	1216.443643
33200	1245.208680
33300	1113.270868
33400	1240.976669
33500	1240.327750
33600	1250.955124
33700	1241.001478
33800	1126.105139
33900	1229.281244
34000	1237.078860
34100	1238.339981
34200	1256.665702
34300	866.069989
34400	1125.184655
34500	1237.728837
34600	1235.149630
34700	1239.005750
34800	1233.480675
34900	1125.468378
35000	1196.392969
35100	1214.757678
35200	1247.560569
35300	1233.873552
35400	1108.870565
35500	1234.280237
35600	1246.802072
35700	1245.113217
35800	1252.484111
35900	1118.554926
36000	1238.147810
36100	1238.408981
36200	1222.694608
36300	1239.437727
36400	1126.694636
36500	1239.213221
36600	1220.468243
36700	1237.730157
36800	1246.553978
36900	1131.356206
37000	1240.157796
37100	1236.954473
37200	1220.005704
37300	1229.537732
37400	1122.982240
37500	1239.916749
37600	1242.802825
37700	1238.673501
37800	1185.533592
37900	1111.851319
38000	1225.910409
38100	1234.966771
38200	1180.488514
38300	1223.640813
38400	1067.430723
38500	1228.446737
38600	1225.730105
38700	1242.484921
38800	1242.432280
38900	1241.524066
39000	1134.415684
39100	1230.058121
39200	1229.916005
39300	1237.790127
39400	1212.725223
39500	1118.544844
39600	1242.121272
39700	1241.511007
39800	1234.017213
39900	1238.422732
40000	1118.808799
40100	1240.404874
40200	1221.814288
40300	1234.882174
40400	1236.572494
40500	1106.442442
40600	1250.559455
40700	1148.518390
40800	1250.080979
40900	1235.260752
41000	1108.366436
41100	1221.724926
41200	1235.394236
41300	276.206899
41400	1184.921130
41500	1109.090632
41600	1242.850704
41700	1227.865510
41800	1237.053853
41900	1240.509631
42000	1117.846516
42100	1231.053403
42200	1211.377867
42300	1235.364456
42400	1246.412519
42500	1122.295746
42600	1228.997697
42700	1225.175800
42800	1244.006759
42900	1190.453890
43000	1150.421438
43100	1112.051108
43200	1215.787732
43300	1234.877015
43400	1250.056881
43500	1241.034587
43600	1111.429261
43700	1235.860543
43800	1238.711928
43900	1217.110106
44000	1226.495282
44100	1118.197353
44200	1059.509737
44300	1220.375104
44400	1204.190566
44500	1214.094828
44600	1088.279657
44700	1219.130612
44800	1236.056828
44900	1243.163598
45000	1244.802434
45100	1085.043490
45200	1230.403892
45300	1207.675848
45400	1237.422996
45500	1217.013756
45600	1114.775658
45700	1228.782242
45800	1251.914827
45900	1238.320816
46000	1237.904119
46100	1108.280627
46200	1224.257173
46300	1227.742281
46400	1231.567524
46500	1232.494080
46600	1119.449509
46700	1224.659213
46800	1239.341424
46900	1237.583517
47000	1205.662489
47100	851.177384
47200	1091.297447
47300	1169.070597
47400	1222.338535
47500	1235.446372
47600	1214.638186
47700	1104.742118
47800	1227.529935
47900	1237.634901
48000	1243.757130
48100	1231.947220
48200	1104.643071
48300	1210.867413
48400	1208.688713
48500	1235.003866
48600	1232.590264
48700	1116.929925
48800	1223.957982
48900	1224.963720
49000	1232.537110
49100	1234.368279
49200	1097.618398
49300	1225.562750
49400	1204.674272
49500	1223.455708
49600	1234.532946
49700	1110.002143
49800	1228.811673
49900	1235.406564
50000	1210.398661
50100	1221.018535
50200	1092.277422
50300	1227.114686
50400	1143.993452
50500	1220.899774
50600	1189.277270
50700	1073.883745
50800	1213.058767
50900	1230.754674
51000	1240.065998
51100	1224.476207
51200	1113.957451
51300	1229.745962
51400	1223.637280
51500	1211.155214
51600	1233.253237
51700	1219.260543
51800	1117.512775
51900	1202.847598
52000	1214.445873
52100	1222.326970
52200	1229.817513
52300	1097.782170
52400	1212.752966
52500	1219.461056
52600	1201.375176
52700	1205.609427
52800	1092.111386
52900	1202.940616
53000	1221.684631
53100	1151.069426
53200	1138.921214
53300	1111.066998
53400	1217.468030
53500	1069.729725
53600	1186.665705
53700	1187.162883
53800	1081.438361
53900	1222.595847
54000	1241.388768
54100	279.798582
54200	1234.565374
54300	1098.734428
54400	1231.972942
54500	1228.302023
54600	1243.936963
54700	1241.816793
54800	1107.854398
54900	1233.781691
55000	1252.978042
55100	1217.077862
55200	1221.723352
55300	1116.227376
55400	1223.238554
55500	1237.668437
55600	1237.232652
55700	1213.364711
55800	1161.409091
55900	1101.104909
56000	1203.295772
56100	1230.493536
56200	1195.963265
56300	1178.645604
56400	1112.263152
56500	1204.246800
56600	1210.122629
56700	1214.787688
56800	1232.302093
56900	1118.552319
57000	1114.166255
57100	1235.376253
57200	1226.987949
57300	1212.939222
57400	1099.593725
57500	1230.439047
57600	1232.279847
57700	1234.683682
57800	1196.881864
57900	1095.043380
58000	1257.461901
58100	1235.519185
58200	1209.791628
58300	1212.641949
58400	1112.501098
58500	1224.988790
58600	1238.459093
58700	1232.710849
